uni3E74	U+3E74
uni8776	U+8776
uni8778	U+8778
uni8782	U+8782
uni8783	U+8783
uni8785	U+8785
uni8788	U+8788
uni878D	U+878D
uni879E	U+879E
uni879F	U+879F
uni87A2	U+87A2
uni87AB	U+87AB
uni87AD	U+87AD
uni87AF	U+87AF
uni87B3	U+87B3
uni87BA	U+87BA
uni87BB	U+87BB
uni87BD	U+87BD
uni87C0	U+87C0
uni87C4	U+87C4
uni87C6	U+87C6
uni87C8	U+87C8
uni87CB	U+87CB
uni87CE	U+87CE
uni87D1	U+87D1
uni87D2	U+87D2
uni87E0	U+87E0
uni87E5	U+87E5
uni87EC	U+87EC
uni87EF	U+87EF
uni87F2	U+87F2
uni87F3	U+87F3
uni87F9	U+87F9
uni87FB	U+87FB
uni87FE	U+87FE
uni8805	U+8805
uni8806	U+8806
uni880A	U+880A
uni880D	U+880D
uni8811	U+8811
uni8813	U+8813
uni8814	U+8814
uni8815	U+8815
uni8816	U+8816
uni881F	U+881F
uni8821	U+8821
uni8822	U+8822
uni8823	U+8823
uni8831	U+8831
uni8835	U+8835
uni8836	U+8836
uni8839	U+8839
uni883B	U+883B
uni8840	U+8840
uni884A	U+884A
uni884C	U+884C
uni884D	U+884D
uni8853	U+8853
uni8856	U+8856
uni8857	U+8857
uni8859	U+8859
uni885B	U+885B
uni885D	U+885D
uni8861	U+8861
uni8862	U+8862
uni8863	U+8863
uni8868	U+8868
uni8869	U+8869
uni886B	U+886B
uni8870	U+8870
uni8872	U+8872
uni8877	U+8877
uni8879	U+8879
uni887D	U+887D
uni887E	U+887E
uni887F	U+887F
uni8881	U+8881
uni8882	U+8882
uni8888	U+8888
uni888B	U+888B
uni888D	U+888D
uni8892	U+8892
uni8893	U+8893
uni8896	U+8896
uni889E	U+889E
uni88A4	U+88A4
uni88AA	U+88AA
uni88AB	U+88AB
uni88B1	U+88B1
uni88C1	U+88C1
uni88C2	U+88C2
uni88CA	U+88CA
uni88CE	U+88CE
uni88CF	U+88CF
uni88D2	U+88D2
uni88D4	U+88D4
uni88D5	U+88D5
uni88D8	U+88D8
uni88D9	U+88D9
uni88DC	U+88DC
uni88DD	U+88DD
uni88DF	U+88DF
uni88E1	U+88E1
uni88E8	U+88E8
uni88F1	U+88F1
uni88F3	U+88F3
uni88F4	U+88F4
uni88F8	U+88F8
uni88F9	U+88F9
uni88FD	U+88FD
uni8902	U+8902
uni8907	U+8907
uni890A	U+890A
uni8910	U+8910
uni8912	U+8912
uni8913	U+8913
uni8914	U+8914
uni8915	U+8915
uni8919	U+8919
uni891A	U+891A
uni8921	U+8921
uni8925	U+8925
uni892A	U+892A
uni892B	U+892B
uni8932	U+8932
uni8936	U+8936
uni8938	U+8938
uni893B	U+893B
uni8941	U+8941
uni8944	U+8944
uni8956	U+8956
uni895E	U+895E
uni895F	U+895F
uni8960	U+8960
uni8964	U+8964
uni896A	U+896A
uni896C	U+896C
uni896F	U+896F
uni8972	U+8972
uni897F	U+897F
uni8981	U+8981
uni8983	U+8983
uni8986	U+8986
uni8988	U+8988
uni898B	U+898B
uni898F	U+898F
uni8993	U+8993
uni8996	U+8996
uni89A1	U+89A1
uni89A6	U+89A6
uni89AA	U+89AA
uni89AC	U+89AC
uni89B2	U+89B2
uni89B7	U+89B7
uni89BA	U+89BA
uni89BD	U+89BD
uni89BF	U+89BF
uni89C0	U+89C0
uni89D2	U+89D2
uni89D4	U+89D4
uni89DA	U+89DA
uni89E3	U+89E3
uni89E5	U+89E5
uni89E6	U+89E6
uni89F4	U+89F4
uni89F8	U+89F8
uni8A00	U+8A00
uni8A02	U+8A02
uni8A03	U+8A03
uni8A07	U+8A07
uni8A08	U+8A08
uni8A0A	U+8A0A
uni8A0C	U+8A0C
uni8A0E	U+8A0E
uni8A0F	U+8A0F
uni8A10	U+8A10
uni8A13	U+8A13
uni8A15	U+8A15
uni8A16	U+8A16
uni8A17	U+8A17
uni8A18	U+8A18
uni8A1B	U+8A1B
uni8A1D	U+8A1D
uni8A1F	U+8A1F
uni8A22	U+8A22
uni8A23	U+8A23
uni8A25	U+8A25
uni8A2A	U+8A2A
uni8A2D	U+8A2D
uni8A31	U+8A31
uni8A34	U+8A34
uni8A36	U+8A36
uni8A3A	U+8A3A
uni8A3B	U+8A3B
uni8A3C	U+8A3C
uni8A3E	U+8A3E
uni8A41	U+8A41
uni8A46	U+8A46
uni8A48	U+8A48
uni8A4E	U+8A4E
uni8A50	U+8A50
uni8A52	U+8A52
uni8A54	U+8A54
uni8A55	U+8A55
uni8A5B	U+8A5B
uni8A5E	U+8A5E
uni8A60	U+8A60
uni8A61	U+8A61
uni8A62	U+8A62
uni8A63	U+8A63
uni8A66	U+8A66
uni8A68	U+8A68
uni8A69	U+8A69
uni8A6B	U+8A6B
uni8A6C	U+8A6C
uni8A6D	U+8A6D
uni8A6E	U+8A6E
uni8A70	U+8A70
uni8A71	U+8A71
uni8A72	U+8A72
uni8A73	U+8A73
uni8A79	U+8A79
uni8A7C	U+8A7C
uni8A85	U+8A85
uni8A86	U+8A86
uni8A87	U+8A87
uni8A8C	U+8A8C
uni8A8D	U+8A8D
uni8A91	U+8A91
uni8A92	U+8A92
uni8A93	U+8A93
uni8A95	U+8A95
uni8A98	U+8A98
uni8A9A	U+8A9A
uni8A9E	U+8A9E
uni8AA0	U+8AA0
uni8AA1	U+8AA1
uni8AA3	U+8AA3
uni8AA4	U+8AA4
uni8AA5	U+8AA5
uni8AA6	U+8AA6
uni8AA7	U+8AA7
uni8AA8	U+8AA8
uni8AAA	U+8AAA
uni8AB0	U+8AB0
uni8AB2	U+8AB2
uni8AB9	U+8AB9
uni8ABC	U+8ABC
uni8ABF	U+8ABF
uni8AC2	U+8AC2
uni8AC4	U+8AC4
uni8AC7	U+8AC7
uni8AC9	U+8AC9
uni8ACB	U+8ACB
uni8ACD	U+8ACD
uni8ACF	U+8ACF
uni8AD2	U+8AD2
uni8AD6	U+8AD6
uni8AD7	U+8AD7
uni8ADB	U+8ADB
uni8ADC	U+8ADC
uni8AE1	U+8AE1
uni8AE2	U+8AE2
uni8AE4	U+8AE4
uni8AE6	U+8AE6
uni8AE7	U+8AE7
uni8AEB	U+8AEB
uni8AED	U+8AED
uni8AEE	U+8AEE
uni8AF1	U+8AF1
uni8AF3	U+8AF3
uni8AF6	U+8AF6
uni8AF7	U+8AF7
uni8AF8	U+8AF8
uni8AFA	U+8AFA
uni8AFC	U+8AFC
uni8AFE	U+8AFE
uni8B00	U+8B00
uni8B01	U+8B01
uni8B02	U+8B02
uni8B04	U+8B04
uni8B05	U+8B05
uni8B0A	U+8B0A
uni8B0E	U+8B0E
uni8B10	U+8B10
uni8B14	U+8B14
uni8B16	U+8B16
uni8B17	U+8B17
uni8B19	U+8B19
uni8B1B	U+8B1B
uni8B1D	U+8B1D
uni8B20	U+8B20
uni8B28	U+8B28
uni8B2B	U+8B2B
uni8B2C	U+8B2C
uni8B33	U+8B33
uni8B39	U+8B39
uni8B3E	U+8B3E
uni8B41	U+8B41
uni8B49	U+8B49
uni8B4E	U+8B4E
uni8B4F	U+8B4F
uni8B58	U+8B58
uni8B59	U+8B59
uni8B5A	U+8B5A
uni8B5C	U+8B5C
uni8B5F	U+8B5F
uni8B66	U+8B66
uni8B6B	U+8B6B
uni8B6C	U+8B6C
uni8B6D	U+8B6D
uni8B6F	U+8B6F
uni8B70	U+8B70
uni8B74	U+8B74
uni8B77	U+8B77
uni8B7D	U+8B7D
uni8B80	U+8B80
uni8B8A	U+8B8A
uni8B8E	U+8B8E
uni8B92	U+8B92
uni8B93	U+8B93
uni8B96	U+8B96
uni8B9A	U+8B9A
uni8B9C	U+8B9C
uni8B9E	U+8B9E
uni8C37	U+8C37
uni8C3F	U+8C3F
uni8C41	U+8C41
uni8C46	U+8C46
uni8C48	U+8C48
uni8C49	U+8C49
uni8C4A	U+8C4A
uni8C4C	U+8C4C
uni8C4E	U+8C4E
uni8C50	U+8C50
uni8C54	U+8C54
uni8C55	U+8C55
uni8C5A	U+8C5A
uni8C61	U+8C61
uni8C62	U+8C62
uni8C6A	U+8C6A
uni8C6B	U+8C6B
uni8C6C	U+8C6C
uni8C73	U+8C73
uni8C78	U+8C78
uni8C79	U+8C79
uni8C7A	U+8C7A
uni8C82	U+8C82
uni8C85	U+8C85
uni8C89	U+8C89
uni8C8A	U+8C8A
uni8C8C	U+8C8C
uni8C8D	U+8C8D
uni8C93	U+8C93
uni8C94	U+8C94
uni8C98	U+8C98
uni8C9D	U+8C9D
uni8C9E	U+8C9E
uni8CA0	U+8CA0
uni8CA1	U+8CA1
uni8CA2	U+8CA2
uni8CA7	U+8CA7
uni8CA8	U+8CA8
uni8CA9	U+8CA9
uni8CAA	U+8CAA
uni8CAB	U+8CAB
uni8CAC	U+8CAC
uni8CAF	U+8CAF
uni8CB2	U+8CB2
uni8CB3	U+8CB3
uni8CB4	U+8CB4
uni8CB6	U+8CB6
uni8CB7	U+8CB7
uni8CB8	U+8CB8
uni8CBB	U+8CBB
uni8CBC	U+8CBC
uni8CBD	U+8CBD
uni8CBF	U+8CBF
uni8CC0	U+8CC0
uni8CC1	U+8CC1
uni8CC2	U+8CC2
uni8CC3	U+8CC3
uni8CC4	U+8CC4
uni8CC5	U+8CC5
uni8CC7	U+8CC7
uni8CC8	U+8CC8
uni8CCA	U+8CCA
uni8CD1	U+8CD1
uni8CD2	U+8CD2
uni8CD3	U+8CD3
uni8CDC	U+8CDC
uni8CDE	U+8CDE
uni8CE0	U+8CE0
uni8CE1	U+8CE1
uni8CE2	U+8CE2
uni8CE3	U+8CE3
uni8CE4	U+8CE4
uni8CE6	U+8CE6
uni8CEA	U+8CEA
uni8CEC	U+8CEC
uni8CED	U+8CED
uni8CF4	U+8CF4
uni8CF8	U+8CF8
uni8CFA	U+8CFA
uni8CFB	U+8CFB
uni8CFC	U+8CFC
uni8CFD	U+8CFD
uni8D05	U+8D05
uni8D08	U+8D08
uni8D0A	U+8D0A
uni8D0D	U+8D0D
uni8D0F	U+8D0F
uni8D13	U+8D13
uni8D14	U+8D14
uni8D16	U+8D16
uni8D17	U+8D17
uni8D1B	U+8D1B
uni8D64	U+8D64
uni8D66	U+8D66
uni8D67	U+8D67
uni8D6B	U+8D6B
uni8D6D	U+8D6D
uni8D70	U+8D70
uni8D73	U+8D73
uni8D74	U+8D74
uni8D76	U+8D76
uni8D77	U+8D77
uni8D81	U+8D81
uni8D85	U+8D85
uni8D8A	U+8D8A
uni8D95	U+8D95
uni8D96	U+8D96
uni8D99	U+8D99
uni8D9F	U+8D9F
uni8DA3	U+8DA3
uni8DA8	U+8DA8
uni8DAF	U+8DAF
uni8DB3	U+8DB3
uni8DB4	U+8DB4
uni8DBA	U+8DBA
uni8DBE	U+8DBE
uni8DC6	U+8DC6
uni8DCB	U+8DCB
uni8DCC	U+8DCC
uni8DCE	U+8DCE
uni8DD1	U+8DD1
uni8DD6	U+8DD6
uni8DDA	U+8DDA
uni8DDB	U+8DDB
uni8DDD	U+8DDD
uni8DDF	U+8DDF
uni8DE1	U+8DE1
uni8DE4	U+8DE4
uni8DE8	U+8DE8
uni8DE9	U+8DE9
uni8DEA	U+8DEA
uni8DEB	U+8DEB
uni8DEF	U+8DEF
uni8DF3	U+8DF3
uni8DFA	U+8DFA
uni8DFC	U+8DFC
uni8E09	U+8E09
uni8E0A	U+8E0A
uni8E0F	U+8E0F
uni8E10	U+8E10
uni8E1D	U+8E1D
uni8E1E	U+8E1E
uni8E1F	U+8E1F
uni8E22	U+8E22
uni8E29	U+8E29
uni8E2A	U+8E2A
uni8E2B	U+8E2B
uni8E2D	U+8E2D
uni8E2E	U+8E2E
uni8E30	U+8E30
uni8E31	U+8E31
uni8E34	U+8E34
uni8E35	U+8E35
uni8E39	U+8E39
uni8E3D	U+8E3D
uni8E42	U+8E42
uni8E44	U+8E44
uni8E47	U+8E47
uni8E48	U+8E48
uni8E49	U+8E49
uni8E4A	U+8E4A
uni8E4B	U+8E4B
uni8E4C	U+8E4C
uni8E53	U+8E53
uni8E55	U+8E55
uni8E59	U+8E59
uni8E5A	U+8E5A
uni8E5F	U+8E5F
uni8E60	U+8E60
uni8E63	U+8E63
uni8E64	U+8E64
uni8E66	U+8E66
uni8E67	U+8E67
uni8E69	U+8E69
uni8E6C	U+8E6C
uni8E6D	U+8E6D
uni8E72	U+8E72
uni8E74	U+8E74
uni8E76	U+8E76
uni8E7A	U+8E7A
uni8E7C	U+8E7C
uni8E81	U+8E81
uni8E82	U+8E82
uni8E85	U+8E85
uni8E87	U+8E87
uni8E89	U+8E89
uni8E8A	U+8E8A
uni8E8B	U+8E8B
uni8E8D	U+8E8D
uni8E91	U+8E91
uni8E93	U+8E93
uni8E95	U+8E95
uni8EA1	U+8EA1
uni8EA5	U+8EA5
uni8EAA	U+8EAA
uni8EAB	U+8EAB
uni8EAC	U+8EAC
uni8EB2	U+8EB2
uni8EBA	U+8EBA
uni8EC0	U+8EC0
uni8ECA	U+8ECA
uni8ECB	U+8ECB
uni8ECC	U+8ECC
uni8ECD	U+8ECD
uni8ECF	U+8ECF
uni8ED2	U+8ED2
uni8ED4	U+8ED4
uni8EDB	U+8EDB
uni8EDF	U+8EDF
uni8EEB	U+8EEB
uni8EF8	U+8EF8
uni8EFB	U+8EFB
uni8EFC	U+8EFC
uni8EFE	U+8EFE
uni8F03	U+8F03
uni8F09	U+8F09
uni8F0A	U+8F0A
uni8F12	U+8F12
uni8F13	U+8F13
uni8F14	U+8F14
uni8F15	U+8F15
uni8F1B	U+8F1B
uni8F1C	U+8F1C
uni8F1D	U+8F1D
uni8F1F	U+8F1F
uni8F26	U+8F26
uni8F29	U+8F29
uni8F2A	U+8F2A
uni8F2F	U+8F2F
uni8F33	U+8F33
uni8F38	U+8F38
uni8F3B	U+8F3B
uni8F3E	U+8F3E
uni8F3F	U+8F3F
uni8F42	U+8F42
uni8F44	U+8F44
uni8F45	U+8F45
uni8F46	U+8F46
uni8F49	U+8F49
uni8F4D	U+8F4D
uni8F4E	U+8F4E
uni8F54	U+8F54
uni8F5F	U+8F5F
uni8F61	U+8F61
uni8F64	U+8F64
uni8F9B	U+8F9B
uni8F9C	U+8F9C
uni8F9F	U+8F9F
uni8FA3	U+8FA3
uni8FA6	U+8FA6
uni8FA8	U+8FA8
uni8FAD	U+8FAD
uni8FAE	U+8FAE
uni8FAF	U+8FAF
uni8FB0	U+8FB0
uni8FB1	U+8FB1
uni8FB2	U+8FB2
uni8FB5	U+8FB5
uni8FC2	U+8FC2
uni8FC4	U+8FC4
uni8FC5	U+8FC5
uni8FC6	U+8FC6
uni8FCE	U+8FCE
uni8FD1	U+8FD1
uni8FD3	U+8FD3
uni8FD4	U+8FD4
uni8FE2	U+8FE2
uni8FE4	U+8FE4
uni8FE5	U+8FE5
uni8FE6	U+8FE6
uni8FE8	U+8FE8
uni8FEA	U+8FEA
uni8FEB	U+8FEB
uni8FED	U+8FED
uni8FF0	U+8FF0
uni8FF4	U+8FF4
uni8FF7	U+8FF7
uni8FF8	U+8FF8
uni8FFA	U+8FFA
uni8FFD	U+8FFD
uni9000	U+9000
uni9001	U+9001
uni9003	U+9003
uni9005	U+9005
uni9006	U+9006
uni900D	U+900D
uni900F	U+900F
uni9010	U+9010
uni9011	U+9011
uni9014	U+9014
uni9015	U+9015
uni9016	U+9016
uni9017	U+9017
uni9019	U+9019
uni901A	U+901A
uni901B	U+901B
uni901D	U+901D
uni901E	U+901E
uni901F	U+901F
uni9020	U+9020
uni9021	U+9021
uni9022	U+9022
uni9023	U+9023
uni902D	U+902D
uni902E	U+902E
uni9031	U+9031
uni9032	U+9032
uni9035	U+9035
uni9036	U+9036
uni9038	U+9038
uni903C	U+903C
uni903E	U+903E
uni9041	U+9041
uni9042	U+9042
uni9047	U+9047
uni904A	U+904A
uni904B	U+904B
uni904D	U+904D
uni904E	U+904E
uni904F	U+904F
uni9050	U+9050
uni9051	U+9051
uni9053	U+9053
uni9054	U+9054
uni9055	U+9055
uni9058	U+9058
uni9059	U+9059
uni905B	U+905B
uni905C	U+905C
uni905D	U+905D
uni905E	U+905E
uni9060	U+9060
uni9062	U+9062
uni9063	U+9063
uni9068	U+9068
uni9069	U+9069
uni906D	U+906D
uni906E	U+906E
uni906F	U+906F
uni9072	U+9072
uni9074	U+9074
uni9075	U+9075
uni9076	U+9076
uni9077	U+9077
uni9078	U+9078
uni907A	U+907A
uni907C	U+907C
uni907D	U+907D
uni907F	U+907F
uni9080	U+9080
uni9081	U+9081
uni9082	U+9082
uni9083	U+9083
uni9084	U+9084
uni9087	U+9087
uni9088	U+9088
uni908A	U+908A
uni908B	U+908B
uni908F	U+908F
uni9090	U+9090
uni9091	U+9091
uni9095	U+9095
uni90A2	U+90A2
uni90A3	U+90A3
uni90A6	U+90A6
uni90A8	U+90A8
uni90AA	U+90AA
uni90AF	U+90AF
uni90B0	U+90B0
uni90B1	U+90B1
uni90B5	U+90B5
uni90B6	U+90B6
uni90B8	U+90B8
uni90C1	U+90C1
uni90C3	U+90C3
uni90CA	U+90CA
uni90CE	U+90CE
uni90D7	U+90D7
uni90DD	U+90DD
uni90E1	U+90E1
uni90E2	U+90E2
uni90E4	U+90E4
uni90E8	U+90E8
uni90ED	U+90ED
uni90F5	U+90F5
uni90FD	U+90FD
uni90FE	U+90FE
uni9102	U+9102
uni9109	U+9109
uni9112	U+9112
uni9114	U+9114
uni9119	U+9119
uni911E	U+911E
uni9122	U+9122
uni9127	U+9127
uni912D	U+912D
uni9130	U+9130
uni9131	U+9131
uni9132	U+9132
uni9134	U+9134
uni9139	U+9139
uni913A	U+913A
uni9146	U+9146
uni9148	U+9148
uni9149	U+9149
uni914A	U+914A
uni914B	U+914B
uni914C	U+914C
uni914D	U+914D
uni914E	U+914E
uni9150	U+9150
uni9152	U+9152
uni9157	U+9157
uni915A	U+915A
uni915E	U+915E
uni9162	U+9162
uni9163	U+9163
uni9165	U+9165
uni9169	U+9169
uni916A	U+916A
uni916C	U+916C
uni916E	U+916E
uni916F	U+916F
uni9175	U+9175
uni9176	U+9176
uni9177	U+9177
uni9178	U+9178
uni9179	U+9179
uni9182	U+9182
uni9183	U+9183
uni9187	U+9187
uni9189	U+9189
uni918B	U+918B
uni918D	U+918D
uni9190	U+9190
uni9192	U+9192
uni919A	U+919A
uni919B	U+919B
uni919C	U+919C
uni919E	U+919E
uni91A3	U+91A3
uni91AB	U+91AB
uni91AC	U+91AC
uni91AE	U+91AE
uni91AF	U+91AF
uni91B1	U+91B1
uni91B4	U+91B4
uni91BA	U+91BA
uni91C0	U+91C0
uni91C1	U+91C1
uni91C6	U+91C6
uni91C7	U+91C7
uni91C9	U+91C9
uni91CB	U+91CB
uni91CC	U+91CC
uni91CD	U+91CD
uni91CE	U+91CE
uni91CF	U+91CF
uni91D0	U+91D0
uni91D1	U+91D1
uni91D7	U+91D7
uni91D8	U+91D8
uni91D9	U+91D9
uni91DC	U+91DC
uni91DD	U+91DD
uni91E3	U+91E3
uni91E6	U+91E6
uni91E7	U+91E7
uni91E9	U+91E9
uni91ED	U+91ED
uni91F5	U+91F5
uni91F7	U+91F7
uni91F9	U+91F9
uni9207	U+9207
uni9209	U+9209
uni920D	U+920D
uni920E	U+920E
uni9210	U+9210
uni9211	U+9211
uni9214	U+9214
uni9215	U+9215
uni921E	U+921E
uni9223	U+9223
uni9226	U+9226
uni9234	U+9234
uni9237	U+9237
uni9238	U+9238
uni9239	U+9239
uni923A	U+923A
uni923D	U+923D
uni923E	U+923E
uni923F	U+923F
uni9240	U+9240
uni9245	U+9245
uni9248	U+9248
uni9249	U+9249
uni924B	U+924B
uni924D	U+924D
uni9251	U+9251
uni9257	U+9257
uni925A	U+925A
uni925B	U+925B
uni925E	U+925E
uni9264	U+9264
uni9266	U+9266
uni926C	U+926C
uni9278	U+9278
uni927B	U+927B
uni927C	U+927C
uni9280	U+9280
uni9283	U+9283
uni9285	U+9285
uni9291	U+9291
uni9293	U+9293
uni9296	U+9296
uni9298	U+9298
uni929A	U+929A
uni929C	U+929C
uni92A3	U+92A3
uni92A5	U+92A5
uni92A6	U+92A6
uni92A8	U+92A8
uni92AB	U+92AB
uni92AC	U+92AC
uni92B2	U+92B2
uni92B3	U+92B3
uni92B7	U+92B7
uni92B9	U+92B9
uni92BB	U+92BB
uni92BC	U+92BC
uni92C1	U+92C1
uni92C3	U+92C3
uni92C5	U+92C5
uni92C7	U+92C7
uni92CC	U+92CC
uni92CF	U+92CF
uni92D0	U+92D0
uni92D2	U+92D2
uni92E4	U+92E4
uni92E6	U+92E6
uni92EA	U+92EA
uni92EF	U+92EF
uni92F0	U+92F0
uni92F8	U+92F8
uni92FC	U+92FC
uni9304	U+9304
uni9310	U+9310
uni9312	U+9312
uni9315	U+9315
uni9318	U+9318
uni9319	U+9319
uni931A	U+931A
uni931E	U+931E
uni9320	U+9320
uni9321	U+9321
uni9322	U+9322
uni9326	U+9326
uni9328	U+9328
uni932B	U+932B
uni932E	U+932E
uni932F	U+932F
uni9333	U+9333
uni9335	U+9335
uni9336	U+9336
uni9338	U+9338
uni934A	U+934A
uni934B	U+934B
uni934D	U+934D
uni9354	U+9354
uni9358	U+9358
uni935B	U+935B
uni9365	U+9365
uni936C	U+936C
uni9370	U+9370
uni9375	U+9375
uni9376	U+9376
uni937A	U+937A
uni937C	U+937C
uni937E	U+937E
uni9382	U+9382
uni938A	U+938A
uni938C	U+938C
uni938F	U+938F
uni9394	U+9394
uni9396	U+9396
uni9397	U+9397
uni9398	U+9398
uni939A	U+939A
uni93A2	U+93A2
uni93A7	U+93A7
uni93A9	U+93A9
uni93AC	U+93AC
uni93AE	U+93AE
uni93B0	U+93B0
uni93B3	U+93B3
uni93B5	U+93B5
uni93C3	U+93C3
uni93C8	U+93C8
uni93CD	U+93CD
uni93D1	U+93D1
uni93D6	U+93D6
uni93D7	U+93D7
uni93D8	U+93D8
uni93DC	U+93DC
uni93DD	U+93DD
uni93DE	U+93DE
uni93DF	U+93DF
uni93E1	U+93E1
uni93E2	U+93E2
uni93E4	U+93E4
uni93E8	U+93E8
uni93FD	U+93FD
uni9403	U+9403
uni9410	U+9410
uni9418	U+9418
uni9419	U+9419
uni9427	U+9427
uni942B	U+942B
uni942E	U+942E
uni9432	U+9432
uni9433	U+9433
uni9435	U+9435
uni9436	U+9436
uni9438	U+9438
uni943A	U+943A
uni9444	U+9444
uni944A	U+944A
uni9451	U+9451
uni9452	U+9452
uni9460	U+9460
uni9463	U+9463
uni946A	U+946A
uni946B	U+946B
uni946D	U+946D
uni9470	U+9470
uni9472	U+9472
uni9477	U+9477
uni947C	U+947C
uni947D	U+947D
uni947E	U+947E
uni947F	U+947F
uni9577	U+9577
uni9580	U+9580
uni9582	U+9582
uni9583	U+9583
uni9589	U+9589
uni958B	U+958B
uni958E	U+958E
uni958F	U+958F
uni9591	U+9591
uni9592	U+9592
uni9593	U+9593
uni9594	U+9594
uni9598	U+9598
uni95A1	U+95A1
uni95A3	U+95A3
uni95A4	U+95A4
uni95A5	U+95A5
uni95A8	U+95A8
uni95A9	U+95A9
uni95AD	U+95AD
uni95B1	U+95B1
uni95B9	U+95B9
uni95BB	U+95BB
uni95BE	U+95BE
uni95C6	U+95C6
uni95C7	U+95C7
uni95C8	U+95C8
uni95CA	U+95CA
uni95CB	U+95CB
uni95CC	U+95CC
uni95CD	U+95CD
uni95D0	U+95D0
uni95D4	U+95D4
uni95D5	U+95D5
uni95D6	U+95D6
uni95DC	U+95DC
uni95E1	U+95E1
uni95E2	U+95E2
uni961C	U+961C
uni9621	U+9621
uni9628	U+9628
uni962A	U+962A
uni962E	U+962E
uni9631	U+9631
uni9632	U+9632
uni963B	U+963B
uni963F	U+963F
uni9640	U+9640
uni9642	U+9642
uni9644	U+9644
uni964B	U+964B
uni964C	U+964C
uni964D	U+964D
uni9650	U+9650
uni9658	U+9658
uni965B	U+965B
uni965C	U+965C
uni965D	U+965D
uni965E	U+965E
uni965F	U+965F
uni9661	U+9661
uni9662	U+9662
uni9663	U+9663
uni9664	U+9664
uni966A	U+966A
uni966C	U+966C
uni9670	U+9670
uni9672	U+9672
uni9673	U+9673
uni9674	U+9674
uni9675	U+9675
uni9676	U+9676
uni9677	U+9677
uni9678	U+9678
uni967D	U+967D
uni9684	U+9684
uni9685	U+9685
uni9686	U+9686
uni9688	U+9688
uni968A	U+968A
uni968B	U+968B
uni968D	U+968D
uni968E	U+968E
uni9694	U+9694
uni9695	U+9695
uni9698	U+9698
uni9699	U+9699
uni969B	U+969B
uni969C	U+969C
uni96A7	U+96A7
uni96A8	U+96A8
uni96AA	U+96AA
uni96B0	U+96B0
uni96B1	U+96B1
uni96B4	U+96B4
uni96B8	U+96B8
uni96B9	U+96B9
uni96BB	U+96BB
uni96BC	U+96BC
uni96C0	U+96C0
uni96C1	U+96C1
uni96C4	U+96C4
uni96C5	U+96C5
uni96C6	U+96C6
uni96C7	U+96C7
uni96C9	U+96C9
uni96CB	U+96CB
uni96CC	U+96CC
uni96CD	U+96CD
uni96CE	U+96CE
uni96D2	U+96D2
uni96D5	U+96D5
uni96D6	U+96D6
uni96D9	U+96D9
uni96DB	U+96DB
uni96DC	U+96DC
uni96DE	U+96DE
uni96E2	U+96E2
uni96E3	U+96E3
uni96E8	U+96E8
uni96E9	U+96E9
uni96EA	U+96EA
uni96EF	U+96EF
uni96F0	U+96F0
uni96F2	U+96F2
uni96F6	U+96F6
uni96F7	U+96F7
uni96F9	U+96F9
uni96FB	U+96FB
uni9700	U+9700
uni9704	U+9704
uni9706	U+9706
uni9707	U+9707
uni9708	U+9708
uni9709	U+9709
uni970D	U+970D
uni970E	U+970E
uni970F	U+970F
uni9711	U+9711
uni9713	U+9713
uni9716	U+9716
uni9719	U+9719
uni971C	U+971C
uni971E	U+971E
uni9724	U+9724
uni9727	U+9727
uni972A	U+972A
uni9730	U+9730
uni9732	U+9732
uni9738	U+9738
uni9739	U+9739
uni973D	U+973D
uni973E	U+973E
uni9742	U+9742
uni9744	U+9744
uni9748	U+9748
uni9752	U+9752
uni9756	U+9756
uni975A	U+975A
uni975B	U+975B
uni975C	U+975C
uni975E	U+975E
uni9760	U+9760
uni9761	U+9761
uni9762	U+9762
uni9766	U+9766
uni9768	U+9768
uni9769	U+9769
uni9773	U+9773
uni9774	U+9774
uni9776	U+9776
uni977C	U+977C
uni9785	U+9785
uni978B	U+978B
uni978D	U+978D
uni978F	U+978F
uni9798	U+9798
uni97A0	U+97A0
uni97A3	U+97A3
uni97A6	U+97A6
uni97AD	U+97AD
uni97C1	U+97C1
uni97C3	U+97C3
uni97C6	U+97C6
uni97C9	U+97C9
uni97CB	U+97CB
uni97CC	U+97CC
uni97D3	U+97D3
uni97DC	U+97DC
uni97ED	U+97ED
uni97F3	U+97F3
uni97F6	U+97F6
uni97FB	U+97FB
uni97FF	U+97FF
uni9801	U+9801
uni9802	U+9802
uni9803	U+9803
uni9805	U+9805
uni9806	U+9806
uni9807	U+9807
uni9808	U+9808
uni980A	U+980A
uni980C	U+980C
uni9810	U+9810
uni9811	U+9811
uni9812	U+9812
uni9813	U+9813
uni9817	U+9817
uni9818	U+9818
uni981C	U+981C
uni9821	U+9821
uni9824	U+9824
uni982B	U+982B
uni982D	U+982D
uni9830	U+9830
uni9837	U+9837
uni9838	U+9838
uni9839	U+9839
uni983B	U+983B
uni9846	U+9846
uni984C	U+984C
uni984D	U+984D
uni984E	U+984E
uni984F	U+984F
uni9853	U+9853
uni9858	U+9858
uni985B	U+985B
uni985E	U+985E
uni9862	U+9862
uni9865	U+9865
uni9867	U+9867
uni986B	U+986B
uni986F	U+986F
uni9870	U+9870
uni9871	U+9871
uni9873	U+9873
uni9874	U+9874
uni98A8	U+98A8
